id_beneficiario,id_projeto,nome,cpf,dt_nascimento,sexo,escolaridade,renda_mensal,faixa_renda,chefe_familia,dt_cadastro
2393,20,Felipe Nascimento,583.245.731-60,1983-04-14,F,Superior,7530.13,De R$ 4.401 a R$ 8.000,N,2018-07-03
2394,20,Felipe Rodrigues,180.341.549-67,2013-10-31,M,Pós-graduação,2139.66,Até R$ 2.640,S,2018-09-20
2395,20,Patrícia Santos,237.859.511-58,1981-07-30,F,Médio,5009.51,De R$ 4.401 a R$ 8.000,S,2018-09-07
2396,20,Camila Santos,300.657.966-77,1992-08-09,F,Superior,4359.82,De R$ 2.641 a R$ 4.400,S,2018-07-16
2397,20,Pedro Costa,170.409.404-60,1972-07-16,F,Médio,2365.39,Até R$ 2.640,N,2018-09-20
2398,20,Ana Souza,796.213.173-68,1978-05-16,F,Fundamental,6038.15,De R$ 4.401 a R$ 8.000,N,2018-07-18
2399,20,Pedro Alves,332.215.715-60,1969-03-05,F,Médio,3497.07,De R$ 2.641 a R$ 4.400,N,2018-08-10
2400,20,Juliana Costa,420.486.651-82,2002-12-28,F,Pós-graduação,995.93,Até R$ 2.640,S,2018-07-29
2401,20,Ricardo Silva,128.384.654-38,1993-11-09,F,Médio,4768.69,De R$ 4.401 a R$ 8.000,N,2018-08-01
2402,20,Vanessa Oliveira,864.248.898-86,1967-01-24,M,Médio,6311.66,De R$ 4.401 a R$ 8.000,N,2018-06-18
2403,20,Ricardo Souza,165.144.370-16,1994-05-22,F,Médio,3174.78,De R$ 2.641 a R$ 4.400,S,2018-06-24
2404,20,Fernanda Alves,260.387.591-25,2008-09-25,M,Fundamental,4051.97,De R$ 2.641 a R$ 4.400,S,2018-10-19
2405,20,Vanessa Costa,767.154.968-71,1970-03-31,F,Pós-graduação,4013.72,De R$ 2.641 a R$ 4.400,N,2018-10-29
2406,20,Vanessa Nascimento,559.739.714-17,2002-10-19,F,Médio,7239.61,De R$ 4.401 a R$ 8.000,S,2018-07-01
2407,20,Juliana Alves,974.519.909-52,2003-12-28,F,Superior,1694.52,Até R$ 2.640,S,2018-10-23
2408,20,Ana Costa,178.604.316-90,2007-12-15,F,Pós-graduação,5572.95,De R$ 4.401 a R$ 8.000,S,2018-06-28
2409,20,Carlos Oliveira,710.572.475-55,1996-08-06,F,Médio,2240.84,Até R$ 2.640,N,2018-06-30
2410,20,Rafael Costa,323.599.674-74,1997-07-20,M,Fundamental,5096.12,De R$ 4.401 a R$ 8.000,S,2018-10-16
2411,20,Vanessa Silva,501.643.270-99,2012-12-05,M,Fundamental,5467.55,De R$ 4.401 a R$ 8.000,S,2018-11-15
2412,20,Felipe Rodrigues,456.293.914-97,1961-02-28,M,Fundamental,4397.06,De R$ 2.641 a R$ 4.400,N,2018-07-30
2413,20,Carlos Lima,178.581.728-77,1977-06-12,F,Superior,3835.46,De R$ 2.641 a R$ 4.400,S,2018-06-15
2414,20,João Lima,587.788.267-86,1987-11-08,F,Superior,5762.58,De R$ 4.401 a R$ 8.000,N,2018-10-14
2415,20,Amanda Costa,940.988.340-97,1989-11-12,M,Médio,4425.36,De R$ 4.401 a R$ 8.000,N,2018-08-14
2416,20,Fernanda Oliveira,429.895.450-23,1979-07-17,F,Superior,5147.05,De R$ 4.401 a R$ 8.000,S,2018-11-04
2417,21,Maria Souza,952.605.988-63,1988-12-12,M,Fundamental,4815.09,De R$ 4.401 a R$ 8.000,S,2023-07-15
2418,21,João Santos,812.655.504-39,1976-11-08,F,Superior,3721.88,De R$ 2.641 a R$ 4.400,N,2023-02-10
2419,21,Diego Souza,425.339.196-50,1978-08-26,F,Médio,6007.96,De R$ 4.401 a R$ 8.000,S,2023-06-19
2420,21,Bruno Nascimento,509.633.777-53,1981-09-28,M,Pós-graduação,862.47,Até R$ 2.640,N,2023-04-18
2421,21,Fernanda Souza,846.132.675-88,2011-12-21,M,Fundamental,4676.33,De R$ 4.401 a R$ 8.000,N,2023-05-19
2422,21,Maria Costa,510.620.165-18,1976-11-18,M,Médio,3166.08,De R$ 2.641 a R$ 4.400,N,2023-03-06
2423,21,Bruno Oliveira,223.590.772-38,1998-06-20,F,Fundamental,4060.31,De R$ 2.641 a R$ 4.400,S,2023-04-04
2424,21,Lucas Souza,196.804.731-77,1971-11-24,M,Fundamental,5483.28,De R$ 4.401 a R$ 8.000,N,2023-07-07
2425,21,Ricardo Costa,420.415.114-22,1982-01-13,M,Superior,2130.76,Até R$ 2.640,N,2023-03-25
2426,21,Diego Souza,259.785.784-13,1975-02-02,M,Superior,2935.02,De R$ 2.641 a R$ 4.400,S,2023-04-20
2427,21,Pedro Rodrigues,521.459.818-21,1960-08-27,M,Pós-graduação,5823.49,De R$ 4.401 a R$ 8.000,S,2023-04-12
2428,21,Ana Nascimento,921.689.391-23,1997-05-14,F,Pós-graduação,7925.79,De R$ 4.401 a R$ 8.000,N,2023-03-06
2429,21,Maria Lima,578.139.427-49,2008-05-14,M,Superior,5264.3,De R$ 4.401 a R$ 8.000,N,2023-02-08
2430,21,Lucas Costa,980.177.783-19,1965-01-02,M,Médio,4461.71,De R$ 4.401 a R$ 8.000,N,2023-04-24
2431,21,Lucas Nascimento,707.279.136-91,1988-08-31,M,Médio,5238.82,De R$ 4.401 a R$ 8.000,N,2023-04-23
2432,21,Felipe Nascimento,277.893.271-82,1994-03-27,F,Médio,3916.03,De R$ 2.641 a R$ 4.400,S,2023-06-02
2433,21,Juliana Santos,954.166.740-79,1994-06-04,M,Fundamental,1471.55,Até R$ 2.640,S,2023-04-04
2434,21,Fernanda Souza,102.487.534-96,1971-05-18,M,Médio,2819.19,De R$ 2.641 a R$ 4.400,N,2023-04-30
2435,21,Pedro Alves,651.719.335-40,1977-03-01,F,Médio,2251.32,Até R$ 2.640,N,2023-04-20
2436,21,Larissa Costa,546.726.360-14,1969-03-13,F,Superior,7561.31,De R$ 4.401 a R$ 8.000,N,2023-03-01
2437,21,Diego Oliveira,492.735.236-80,1985-07-03,F,Superior,2593.44,Até R$ 2.640,S,2023-05-11
2438,21,Ana Nascimento,982.455.267-81,1984-02-18,F,Superior,2270.26,Até R$ 2.640,N,2023-06-26
2439,21,Felipe Nascimento,994.532.390-51,1960-09-27,M,Superior,2590.92,Até R$ 2.640,S,2023-05-16
2440,21,Juliana Rodrigues,227.921.662-76,1996-04-27,M,Fundamental,3162.59,De R$ 2.641 a R$ 4.400,S,2023-06-16
2441,21,Fernanda Alves,620.566.317-45,2012-10-24,F,Pós-graduação,3249.61,De R$ 2.641 a R$ 4.400,N,2023-05-28
2442,21,Vanessa Alves,725.693.364-68,1998-11-26,M,Pós-graduação,3893.84,De R$ 2.641 a R$ 4.400,S,2023-05-13
2443,21,Felipe Nascimento,152.187.966-43,1961-12-30,F,Fundamental,7079.71,De R$ 4.401 a R$ 8.000,S,2023-01-22
2444,21,Juliana Rodrigues,205.444.501-71,1979-04-12,F,Pós-graduação,6548.63,De R$ 4.401 a R$ 8.000,N,2023-04-09
2445,21,Maria Alves,845.617.532-12,1960-01-02,M,Pós-graduação,5498.86,De R$ 4.401 a R$ 8.000,N,2023-07-04
2446,21,Lucas Lima,390.810.312-57,1986-03-30,F,Superior,2677.47,De R$ 2.641 a R$ 4.400,S,2023-03-28
2447,21,Ana Ferreira,900.518.518-83,1989-01-31,M,Pós-graduação,6268.18,De R$ 4.401 a R$ 8.000,N,2023-04-05
2448,21,Juliana Oliveira,914.674.545-19,1964-02-01,F,Médio,1777.14,Até R$ 2.640,N,2023-05-10
2449,21,João Oliveira,438.157.982-97,1971-02-27,M,Superior,2964.77,De R$ 2.641 a R$ 4.400,N,2023-05-05
2450,21,Pedro Alves,908.173.744-62,1975-06-21,M,Superior,6240.1,De R$ 4.401 a R$ 8.000,S,2023-04-30
2451,21,Patrícia Lima,430.624.459-38,2010-03-05,M,Fundamental,7050.84,De R$ 4.401 a R$ 8.000,S,2023-02-05
2452,21,Vanessa Costa,715.441.186-88,1972-09-04,M,Fundamental,3962.78,De R$ 2.641 a R$ 4.400,N,2023-06-29
2453,21,Fernanda Rodrigues,570.458.636-58,2005-03-10,F,Fundamental,6989.51,De R$ 4.401 a R$ 8.000,S,2023-04-25
2454,21,João Lima,865.532.320-42,1989-05-21,F,Superior,3787.67,De R$ 2.641 a R$ 4.400,S,2023-06-25
2455,21,Larissa Nascimento,486.865.856-41,2013-05-23,M,Fundamental,2658.79,De R$ 2.641 a R$ 4.400,S,2023-07-07
2456,21,Marcos Rodrigues,795.531.190-71,1973-07-03,M,Pós-graduação,2212.47,Até R$ 2.640,S,2023-02-16
2457,21,Marcos Rodrigues,572.538.277-96,2000-01-21,F,Médio,2970.46,De R$ 2.641 a R$ 4.400,N,2023-03-19
2458,21,Amanda Silva,621.728.667-87,1995-03-16,F,Pós-graduação,4000.37,De R$ 2.641 a R$ 4.400,N,2023-05-22
2459,21,Pedro Lima,392.959.614-52,1993-08-01,M,Superior,5215.59,De R$ 4.401 a R$ 8.000,S,2023-05-10
2460,21,Ana Lima,587.498.576-63,2001-03-29,F,Superior,6467.92,De R$ 4.401 a R$ 8.000,S,2023-03-24
2461,21,Bruno Costa,578.463.182-49,1973-06-25,F,Superior,962.2,Até R$ 2.640,S,2023-04-02
2462,21,Bruno Lima,767.895.312-17,1967-12-02,M,Fundamental,1347.43,Até R$ 2.640,S,2023-06-11
2463,21,Felipe Ferreira,507.465.843-74,1984-12-01,M,Médio,6117.02,De R$ 4.401 a R$ 8.000,N,2023-03-24
2464,21,Amanda Costa,474.351.450-33,1990-10-22,M,Médio,2558.0,Até R$ 2.640,N,2023-05-06
2465,21,Ana Silva,366.577.129-83,1962-11-11,M,Fundamental,5345.34,De R$ 4.401 a R$ 8.000,S,2023-03-19
2466,21,Marcos Costa,179.180.714-98,1987-08-08,F,Superior,5011.38,De R$ 4.401 a R$ 8.000,S,2023-02-07
2467,21,Amanda Alves,320.866.558-45,2009-02-16,F,Pós-graduação,1532.98,Até R$ 2.640,S,2023-04-05
2468,21,Felipe Santos,622.758.882-92,1987-06-28,F,Pós-graduação,4186.76,De R$ 2.641 a R$ 4.400,S,2023-03-28
2469,21,Felipe Costa,787.766.979-59,2001-05-29,M,Fundamental,6078.16,De R$ 4.401 a R$ 8.000,N,2023-02-19
2470,21,Rafael Nascimento,483.117.639-92,1993-02-02,M,Superior,3709.64,De R$ 2.641 a R$ 4.400,S,2023-07-14
2471,21,Ana Oliveira,688.821.290-73,1980-11-15,F,Superior,5779.92,De R$ 4.401 a R$ 8.000,S,2023-04-06
2472,21,Ricardo Nascimento,647.532.278-29,1984-12-17,M,Superior,6834.87,De R$ 4.401 a R$ 8.000,S,2023-04-16
2473,21,Maria Alves,497.485.133-49,1966-01-12,F,Superior,2357.23,Até R$ 2.640,N,2023-03-19
2474,21,Maria Souza,564.850.858-74,1979-02-16,F,Médio,4772.7,De R$ 4.401 a R$ 8.000,N,2023-05-12
2475,21,Fernanda Silva,292.435.720-43,1986-11-05,F,Fundamental,7026.16,De R$ 4.401 a R$ 8.000,S,2023-07-07
2476,21,Ricardo Alves,592.760.331-55,1974-12-08,M,Pós-graduação,7397.53,De R$ 4.401 a R$ 8.000,N,2023-04-05
2477,21,Carlos Lima,192.308.475-19,2004-07-30,M,Fundamental,4249.28,De R$ 2.641 a R$ 4.400,S,2023-04-16
2478,21,Juliana Costa,890.425.647-20,2006-02-14,F,Médio,3491.99,De R$ 2.641 a R$ 4.400,N,2023-06-28
2479,21,Bruno Alves,716.435.451-89,1975-01-20,M,Superior,5795.12,De R$ 4.401 a R$ 8.000,S,2023-02-28
2480,21,Amanda Ferreira,927.631.959-24,2009-09-13,F,Pós-graduação,7850.28,De R$ 4.401 a R$ 8.000,N,2023-06-23
2481,21,Beatriz Santos,701.325.418-78,1975-12-14,M,Fundamental,2348.95,Até R$ 2.640,S,2023-03-07
2482,21,Juliana Costa,293.365.230-87,2007-10-22,M,Superior,1268.22,Até R$ 2.640,S,2023-02-11
2483,21,Vanessa Rodrigues,862.961.347-16,2014-07-27,M,Médio,7109.37,De R$ 4.401 a R$ 8.000,S,2023-05-27
2484,21,Beatriz Souza,192.189.402-61,1988-03-16,M,Médio,1914.11,Até R$ 2.640,S,2023-02-06
2485,21,Marcos Ferreira,300.969.155-18,1989-10-25,F,Médio,7155.11,De R$ 4.401 a R$ 8.000,S,2023-03-05
2486,21,Pedro Silva,560.551.645-21,1965-04-13,M,Fundamental,6620.96,De R$ 4.401 a R$ 8.000,N,2023-04-18
2487,21,Amanda Ferreira,567.516.859-65,2009-04-03,M,Superior,2982.17,De R$ 2.641 a R$ 4.400,N,2023-04-03
2488,21,Lucas Nascimento,705.200.244-62,1970-09-26,F,Superior,6438.22,De R$ 4.401 a R$ 8.000,S,2023-01-30
2489,21,Maria Nascimento,851.922.205-12,1997-05-29,F,Fundamental,3008.86,De R$ 2.641 a R$ 4.400,N,2023-06-29
2490,21,Maria Silva,160.871.960-99,1994-02-20,M,Médio,5768.16,De R$ 4.401 a R$ 8.000,N,2023-02-19
2491,21,Fernanda Costa,944.615.228-29,1971-01-29,M,Pós-graduação,3712.38,De R$ 2.641 a R$ 4.400,N,2023-06-28
2492,21,Patrícia Nascimento,682.897.490-28,1996-01-28,M,Médio,2027.59,Até R$ 2.640,N,2023-05-23
2493,21,Maria Silva,111.453.682-39,2011-05-26,M,Superior,6557.34,De R$ 4.401 a R$ 8.000,N,2023-02-18
2494,21,Camila Silva,820.306.261-28,1971-11-26,M,Fundamental,4769.13,De R$ 4.401 a R$ 8.000,N,2023-03-25
2495,21,Bruno Oliveira,360.924.295-81,2010-02-19,F,Fundamental,3245.12,De R$ 2.641 a R$ 4.400,S,2023-06-21
2496,21,Amanda Oliveira,834.930.145-52,1991-05-15,M,Médio,1436.28,Até R$ 2.640,N,2023-01-20
2497,21,Diego Silva,277.910.951-33,1994-02-06,F,Fundamental,1116.21,Até R$ 2.640,N,2023-04-17
2498,21,Juliana Rodrigues,923.508.809-87,1986-12-14,F,Fundamental,7182.14,De R$ 4.401 a R$ 8.000,S,2023-03-22
2499,21,Vanessa Alves,438.546.501-98,1967-06-26,F,Médio,5368.86,De R$ 4.401 a R$ 8.000,S,2023-02-09
2500,21,Marcos Costa,924.237.325-75,1994-11-22,F,Pós-graduação,3170.45,De R$ 2.641 a R$ 4.400,N,2023-04-14
2501,21,Rafael Nascimento,949.343.175-36,1998-03-07,F,Fundamental,5820.25,De R$ 4.401 a R$ 8.000,N,2023-06-30
2502,21,Fernanda Nascimento,123.190.200-34,1971-06-25,F,Fundamental,7172.35,De R$ 4.401 a R$ 8.000,N,2023-05-19
2503,21,Camila Santos,871.691.730-11,2012-11-07,M,Fundamental,2795.08,De R$ 2.641 a R$ 4.400,S,2023-04-10
2504,21,Juliana Alves,700.916.883-51,1970-11-17,M,Médio,6271.48,De R$ 4.401 a R$ 8.000,N,2023-04-04
2505,21,Carlos Souza,570.928.676-16,1966-08-02,F,Médio,5041.67,De R$ 4.401 a R$ 8.000,N,2023-05-08
2506,21,Vanessa Ferreira,195.853.518-70,1971-07-01,M,Fundamental,4837.72,De R$ 4.401 a R$ 8.000,N,2023-03-13
2507,21,Patrícia Rodrigues,108.927.669-42,1971-04-24,F,Pós-graduação,5534.06,De R$ 4.401 a R$ 8.000,N,2023-04-23
2508,21,Lucas Ferreira,892.779.778-78,1973-05-22,M,Médio,5069.61,De R$ 4.401 a R$ 8.000,S,2023-06-02
2509,21,Carlos Alves,323.257.351-57,1960-02-22,M,Fundamental,6272.98,De R$ 4.401 a R$ 8.000,N,2023-05-26
2510,21,Diego Souza,797.951.532-72,2006-02-18,F,Pós-graduação,3268.51,De R$ 2.641 a R$ 4.400,S,2023-06-21
2511,21,Diego Lima,591.375.851-45,1995-10-25,F,Pós-graduação,2805.5,De R$ 2.641 a R$ 4.400,N,2023-02-22
2512,21,Beatriz Santos,589.430.452-97,1967-02-13,F,Médio,2463.57,Até R$ 2.640,N,2023-03-27
2513,21,Juliana Santos,802.165.822-91,2008-03-20,F,Pós-graduação,5901.47,De R$ 4.401 a R$ 8.000,S,2023-05-05
2514,21,Carlos Santos,908.731.733-73,1999-10-24,F,Superior,3127.26,De R$ 2.641 a R$ 4.400,N,2023-03-14
2515,21,Marcos Ferreira,173.885.466-92,1984-01-24,F,Superior,5214.53,De R$ 4.401 a R$ 8.000,S,2023-06-21
2516,21,Rafael Costa,343.839.108-16,1996-03-07,M,Superior,3972.32,De R$ 2.641 a R$ 4.400,S,2023-01-31
2517,21,Beatriz Silva,187.876.854-51,1969-11-21,F,Médio,3651.22,De R$ 2.641 a R$ 4.400,S,2023-03-28
2518,21,Juliana Alves,910.862.320-49,1972-12-20,M,Pós-graduação,1709.02,Até R$ 2.640,N,2023-05-01
2519,21,Larissa Souza,546.770.810-16,2009-08-21,M,Fundamental,1151.5,Até R$ 2.640,N,2023-01-18
2520,21,Pedro Alves,105.173.958-52,1978-04-20,M,Pós-graduação,2215.05,Até R$ 2.640,S,2023-04-21
2521,21,Bruno Santos,454.434.367-44,2007-04-12,F,Fundamental,3673.75,De R$ 2.641 a R$ 4.400,N,2023-03-19
2522,21,Patrícia Silva,729.547.596-44,2012-07-20,F,Médio,1910.54,Até R$ 2.640,N,2023-02-19
2523,21,Beatriz Costa,813.973.912-48,1964-04-24,M,Fundamental,5329.71,De R$ 4.401 a R$ 8.000,S,2023-05-31
2524,21,Fernanda Alves,473.855.143-31,1991-04-24,M,Superior,3743.13,De R$ 2.641 a R$ 4.400,N,2023-07-01
2525,21,Ana Rodrigues,564.448.995-50,1979-07-07,M,Fundamental,4811.0,De R$ 4.401 a R$ 8.000,S,2023-04-24
2526,21,Beatriz Nascimento,479.507.589-92,1976-05-12,F,Superior,3800.85,De R$ 2.641 a R$ 4.400,N,2023-01-16
2527,21,Ana Rodrigues,950.451.184-95,1999-12-30,M,Fundamental,4840.49,De R$ 4.401 a R$ 8.000,N,2023-05-19
2528,21,Fernanda Nascimento,793.804.383-48,1993-08-11,M,Superior,3466.34,De R$ 2.641 a R$ 4.400,S,2023-04-12
2529,21,Felipe Souza,734.654.282-76,1978-06-25,M,Superior,5639.73,De R$ 4.401 a R$ 8.000,N,2023-03-26
2530,21,Marcos Costa,898.426.696-14,1999-06-22,F,Fundamental,4003.58,De R$ 2.641 a R$ 4.400,N,2023-04-09
2531,21,Juliana Lima,753.955.413-38,1987-03-08,F,Pós-graduação,6022.05,De R$ 4.401 a R$ 8.000,N,2023-02-11
2532,21,Vanessa Oliveira,244.843.102-84,1990-03-03,F,Fundamental,6990.73,De R$ 4.401 a R$ 8.000,N,2023-04-29
2533,21,Carlos Ferreira,315.468.707-69,1981-08-14,F,Fundamental,2948.9,De R$ 2.641 a R$ 4.400,S,2023-07-04
2534,21,Amanda Souza,573.565.979-39,1964-04-13,F,Superior,1590.49,Até R$ 2.640,S,2023-07-04
2535,21,Juliana Alves,595.236.277-55,1966-06-09,F,Pós-graduação,6694.26,De R$ 4.401 a R$ 8.000,N,2023-04-28
2536,21,Amanda Souza,763.848.749-72,1982-11-02,F,Fundamental,1547.81,Até R$ 2.640,N,2023-06-01
2537,21,Marcos Rodrigues,319.734.781-50,1989-07-01,M,Médio,7103.86,De R$ 4.401 a R$ 8.000,S,2023-06-02
2538,21,Marcos Alves,118.954.893-96,1992-11-24,F,Pós-graduação,7760.51,De R$ 4.401 a R$ 8.000,N,2023-05-20
2539,21,Carlos Costa,512.145.259-77,1992-06-27,F,Fundamental,7481.36,De R$ 4.401 a R$ 8.000,S,2023-05-01
2540,21,Pedro Rodrigues,101.407.118-69,1975-01-15,M,Superior,2516.02,Até R$ 2.640,N,2023-06-16
2541,21,Carlos Souza,847.604.785-85,1999-11-20,F,Médio,5361.91,De R$ 4.401 a R$ 8.000,N,2023-02-16
2542,21,Amanda Nascimento,448.142.630-37,2009-11-17,F,Superior,3314.96,De R$ 2.641 a R$ 4.400,N,2023-04-29
2543,21,Ana Lima,723.944.497-22,1963-04-30,M,Fundamental,1683.16,Até R$ 2.640,N,2023-04-15
2544,21,João Santos,548.867.136-59,1962-10-20,F,Superior,5545.19,De R$ 4.401 a R$ 8.000,S,2023-05-21
2545,21,Rafael Oliveira,641.420.421-97,2008-09-17,M,Pós-graduação,3913.83,De R$ 2.641 a R$ 4.400,S,2023-02-13
2546,21,Ricardo Alves,889.910.699-64,1992-10-04,F,Pós-graduação,4963.77,De R$ 4.401 a R$ 8.000,S,2023-04-16
2547,21,Bruno Lima,476.789.914-55,1977-10-04,F,Fundamental,6492.22,De R$ 4.401 a R$ 8.000,N,2023-01-30
2548,21,Diego Alves,319.376.897-20,2000-10-08,M,Médio,1722.23,Até R$ 2.640,N,2023-02-12
2549,21,Maria Souza,294.148.718-69,1977-05-23,F,Médio,5207.06,De R$ 4.401 a R$ 8.000,N,2023-06-27
2550,21,Ricardo Costa,514.971.788-38,1987-10-16,F,Pós-graduação,7824.18,De R$ 4.401 a R$ 8.000,N,2023-05-09
2551,21,Juliana Alves,122.300.820-95,1965-08-11,M,Fundamental,7645.0,De R$ 4.401 a R$ 8.000,N,2023-07-07
2552,21,Felipe Ferreira,674.933.257-59,1980-06-25,M,Médio,6593.07,De R$ 4.401 a R$ 8.000,N,2023-03-03
2553,21,Bruno Nascimento,370.824.897-18,1997-03-28,M,Pós-graduação,2508.45,Até R$ 2.640,N,2023-06-14
2554,21,Fernanda Oliveira,300.915.921-31,1969-04-20,M,Superior,1436.92,Até R$ 2.640,S,2023-04-08
2555,21,Maria Santos,699.600.908-92,1974-04-09,M,Superior,6596.75,De R$ 4.401 a R$ 8.000,N,2023-04-26
2556,21,Juliana Souza,486.481.816-37,1988-07-27,M,Superior,4050.84,De R$ 2.641 a R$ 4.400,N,2023-03-28
2557,21,Carlos Alves,199.916.891-98,1985-09-11,F,Fundamental,7456.65,De R$ 4.401 a R$ 8.000,S,2023-04-23
2558,21,Ana Ferreira,247.159.311-80,2000-05-20,M,Médio,2150.58,Até R$ 2.640,N,2023-05-05
2559,21,Carlos Alves,897.386.982-73,2006-01-08,M,Superior,2966.54,De R$ 2.641 a R$ 4.400,N,2023-07-06
2560,21,Maria Souza,777.634.349-35,1972-01-27,M,Superior,1993.85,Até R$ 2.640,N,2023-01-31
2561,21,Camila Oliveira,654.312.498-11,1968-09-28,M,Fundamental,1601.3,Até R$ 2.640,N,2023-04-27
2562,21,Bruno Silva,849.686.110-63,1986-02-11,F,Pós-graduação,4174.73,De R$ 2.641 a R$ 4.400,S,2023-06-04
2563,21,Patrícia Oliveira,858.718.482-10,1981-04-13,F,Pós-graduação,6383.45,De R$ 4.401 a R$ 8.000,N,2023-07-11
2564,21,Lucas Santos,610.250.142-46,1965-11-22,F,Fundamental,5382.86,De R$ 4.401 a R$ 8.000,N,2023-02-11
2565,21,Vanessa Lima,145.331.946-95,2004-12-11,M,Pós-graduação,3607.5,De R$ 2.641 a R$ 4.400,N,2023-07-02
2566,21,Juliana Nascimento,539.578.405-23,1989-06-21,M,Pós-graduação,6530.09,De R$ 4.401 a R$ 8.000,S,2023-04-08
2567,21,Ana Costa,903.356.915-82,1980-09-11,M,Pós-graduação,5186.43,De R$ 4.401 a R$ 8.000,S,2023-03-15
2568,21,Carlos Nascimento,561.799.154-25,1986-10-07,M,Superior,1740.96,Até R$ 2.640,S,2023-03-05
2569,21,Fernanda Nascimento,500.575.111-69,1995-08-17,F,Médio,7952.98,De R$ 4.401 a R$ 8.000,S,2023-04-11
2570,21,Ricardo Costa,846.241.899-53,1982-02-14,M,Pós-graduação,1282.29,Até R$ 2.640,S,2023-02-20
2571,21,Vanessa Silva,663.824.622-68,1975-08-19,F,Superior,1614.19,Até R$ 2.640,S,2023-02-21
2572,21,Marcos Alves,336.874.615-48,2014-02-20,M,Fundamental,2469.72,Até R$ 2.640,S,2023-04-30
2573,21,Amanda Santos,591.418.446-42,1992-06-25,F,Médio,4030.17,De R$ 2.641 a R$ 4.400,N,2023-02-16
2574,21,Maria Souza,148.927.883-21,1962-05-01,M,Médio,7107.79,De R$ 4.401 a R$ 8.000,S,2023-02-07
2575,21,Larissa Nascimento,823.593.679-84,2011-04-05,M,Médio,3179.02,De R$ 2.641 a R$ 4.400,N,2023-06-19
2576,21,Bruno Santos,977.597.816-13,2000-09-16,M,Fundamental,1519.76,Até R$ 2.640,N,2023-05-01
2577,21,João Nascimento,410.175.232-42,2004-11-19,F,Fundamental,4053.69,De R$ 2.641 a R$ 4.400,N,2023-02-08
2578,21,Ricardo Alves,704.428.313-40,1995-03-08,F,Pós-graduação,2624.26,Até R$ 2.640,N,2023-02-14
2579,21,Patrícia Rodrigues,575.986.783-65,2010-01-01,M,Fundamental,4065.53,De R$ 2.641 a R$ 4.400,N,2023-03-28
2580,21,Vanessa Rodrigues,792.750.784-39,1980-02-19,M,Pós-graduação,3033.18,De R$ 2.641 a R$ 4.400,S,2023-01-27
2581,21,Juliana Nascimento,910.530.866-67,1980-06-03,F,Pós-graduação,2425.75,Até R$ 2.640,N,2023-04-13
2582,21,Pedro Alves,387.646.979-15,1970-06-08,F,Pós-graduação,6412.27,De R$ 4.401 a R$ 8.000,S,2023-02-14
2583,21,Marcos Costa,120.977.449-47,2008-07-27,M,Pós-graduação,1467.65,Até R$ 2.640,S,2023-05-12
2584,21,Vanessa Ferreira,937.693.835-48,2013-04-27,F,Pós-graduação,6412.04,De R$ 4.401 a R$ 8.000,S,2023-02-11
2585,21,Vanessa Rodrigues,501.414.560-56,1969-08-23,F,Superior,1168.82,Até R$ 2.640,N,2023-04-13
2586,21,Vanessa Rodrigues,255.270.496-97,2001-05-22,M,Superior,1878.98,Até R$ 2.640,N,2023-03-25
2587,21,Vanessa Silva,723.619.364-97,1962-03-21,F,Superior,6259.12,De R$ 4.401 a R$ 8.000,N,2023-01-18
2588,21,Vanessa Nascimento,286.986.765-62,1998-12-04,M,Médio,3528.48,De R$ 2.641 a R$ 4.400,S,2023-04-30
2589,21,Rafael Rodrigues,551.567.549-86,2009-02-24,F,Pós-graduação,4229.78,De R$ 2.641 a R$ 4.400,S,2023-07-02
2590,21,Felipe Oliveira,485.328.608-69,1978-05-27,M,Pós-graduação,4900.42,De R$ 4.401 a R$ 8.000,S,2023-07-06
2591,21,Camila Lima,466.226.233-80,1967-08-30,F,Médio,1197.25,Até R$ 2.640,S,2023-07-04
2592,21,Lucas Souza,306.267.337-34,1962-11-30,M,Fundamental,3729.44,De R$ 2.641 a R$ 4.400,S,2023-03-12
2593,21,Juliana Souza,488.123.906-61,2012-11-16,M,Pós-graduação,7489.33,De R$ 4.401 a R$ 8.000,N,2023-03-15
2594,23,Marcos Oliveira,295.449.548-78,1960-03-16,F,Superior,3671.55,De R$ 2.641 a R$ 4.400,S,2022-10-22
2595,23,Larissa Ferreira,348.593.832-16,1987-05-30,M,Pós-graduação,1450.48,Até R$ 2.640,N,2022-07-25
2596,23,Diego Ferreira,394.644.590-53,2007-08-23,M,Fundamental,7177.62,De R$ 4.401 a R$ 8.000,S,2022-10-17
2597,23,Juliana Oliveira,470.458.418-28,2006-09-04,M,Superior,6439.78,De R$ 4.401 a R$ 8.000,S,2022-09-12
2598,23,Pedro Oliveira,473.441.919-13,1996-10-19,F,Pós-graduação,6272.95,De R$ 4.401 a R$ 8.000,N,2022-10-08
2599,23,Lucas Silva,334.839.704-26,1995-08-10,M,Fundamental,997.37,Até R$ 2.640,S,2022-06-10
2600,23,Maria Nascimento,834.433.673-61,2003-02-10,F,Médio,1046.12,Até R$ 2.640,S,2022-10-07
2601,23,Bruno Oliveira,631.608.307-99,2002-05-05,M,Superior,4874.19,De R$ 4.401 a R$ 8.000,S,2022-08-09
2602,23,Felipe Oliveira,690.937.215-70,2010-11-26,F,Superior,3408.51,De R$ 2.641 a R$ 4.400,N,2022-06-20
